"GO.ID","Term","Annotated","Significant","Expected","pvalue"
"GO:0032655","regulation of interleukin-12 production",51,2,5.74,0.86927
"GO:0022904","respiratory electron transport chain",111,8,12.5,0.86938
"GO:0045944","positive regulation of transcription by RNA polymerase II",1143,114,128.67,0.87088
"GO:0006950","response to stress",3683,391,414.61,0.87316
"GO:0043085","positive regulation of catalytic activity",278,39,31.3,0.87455
"GO:0007052","mitotic spindle organization",133,15,14.97,0.8764
"GO:0045892","negative regulation of DNA-templated transcription",1261,121,141.96,0.87644
"GO:0039532","negative regulation of cytoplasmic pattern recognition receptor signaling pathway",62,6,6.98,0.87664
"GO:0000244","spliceosomal tri-snRNP complex assembly",43,3,4.84,0.87684
"GO:0045214","sarcomere organization",43,3,4.84,0.87684
"GO:0007224","smoothened signaling pathway",105,16,11.82,0.87745
"GO:0032760","positive regulation of tumor necrosis factor production",109,9,12.27,0.87762
"GO:0045727","positive regulation of translation",125,12,14.07,0.87799
"GO:0032570","response to progesterone",31,2,3.49,0.87857
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",31,2,3.49,0.87857
"GO:0019229","regulation of vasoconstriction",57,4,6.42,0.87875
"GO:0048585","negative regulation of response to stimulus",1602,206,180.34,0.87942
"GO:0043410","positive regulation of MAPK cascade",411,46,46.27,0.87958
"GO:0032968","positive regulation of transcription elongation by RNA polymerase II",55,4,6.19,0.88049
"GO:0048589","developmental growth",361,59,40.64,0.88081
"GO:0006941","striated muscle contraction",228,22,25.67,0.88089
"GO:0030334","regulation of cell migration",897,116,100.98,0.88092
"GO:0001822","kidney development",222,21,24.99,0.88097
"GO:0019538","protein metabolic process",3963,456,446.13,0.88164
"GO:0050773","regulation of dendrite development",90,14,10.13,0.88293
"GO:0048839","inner ear development",97,13,10.92,0.88318
"GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening",33,4,3.71,0.88344
"GO:0009226","nucleotide-sugar biosynthetic process",28,3,3.15,0.8835
"GO:0001516","prostaglandin biosynthetic process",28,3,3.15,0.8835
"GO:0048041","focal adhesion assembly",83,9,9.34,0.88353
"GO:0001656","metanephros development",68,7,7.66,0.88357
"GO:0034308","primary alcohol metabolic process",105,11,11.82,0.88359
"GO:0031670","cellular response to nutrient",44,4,4.95,0.88361
"GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway",133,14,14.97,0.88362
"GO:0035461","vitamin transmembrane transport",18,1,2.03,0.88362
"GO:0032874","positive regulation of stress-activated MAPK cascade",18,1,2.03,0.88362
"GO:0032693","negative regulation of interleukin-10 production",18,1,2.03,0.88362
"GO:0051450","myoblast proliferation",18,1,2.03,0.88362
"GO:0043407","negative regulation of MAP kinase activity",18,1,2.03,0.88362
"GO:0062009","secondary palate development",18,1,2.03,0.88362
"GO:0046827","positive regulation of protein export from nucleus",18,1,2.03,0.88362
"GO:0034122","negative regulation of toll-like receptor signaling pathway",18,1,2.03,0.88362
"GO:0006590","thyroid hormone generation",18,1,2.03,0.88362
"GO:0098856","intestinal lipid absorption",18,1,2.03,0.88362
"GO:0046629","gamma-delta T cell activation",18,1,2.03,0.88362
"GO:0046641","positive regulation of alpha-beta T cell proliferation",18,1,2.03,0.88362
"GO:0009820","alkaloid metabolic process",18,1,2.03,0.88362
"GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway",18,1,2.03,0.88362
"GO:0010561","negative regulation of glycoprotein biosynthetic process",18,1,2.03,0.88362
"GO:0055093","response to hyperoxia",18,1,2.03,0.88362
"GO:0019430","removal of superoxide radicals",18,1,2.03,0.88362
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration",18,1,2.03,0.88362
"GO:0048286","lung alveolus development",18,1,2.03,0.88362
"GO:0035372","protein localization to microtubule",18,1,2.03,0.88362
"GO:0006346","DNA methylation-dependent constitutive heterochromatin formation",33,2,3.71,0.88372
"GO:0006413","translational initiation",126,11,14.18,0.88393
"GO:0000302","response to reactive oxygen species",167,13,18.8,0.8843
"GO:0071222","cellular response to lipopolysaccharide",185,14,20.83,0.88554
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis",67,5,7.54,0.88618
"GO:0001708","cell fate specification",67,5,7.54,0.88618
"GO:0062208","positive regulation of pattern recognition receptor signaling pathway",82,9,9.23,0.88923
"GO:0032147","activation of protein kinase activity",46,4,5.18,0.88941
"GO:0045746","negative regulation of Notch signaling pathway",32,2,3.6,0.88949
"GO:0007162","negative regulation of cell adhesion",270,27,30.4,0.88983
"GO:1902533","positive regulation of intracellular signal transduction",1076,142,121.13,0.89011
"GO:0048667","cell morphogenesis involved in neuron differentiation",462,92,52.01,0.89103
"GO:0009101","glycoprotein biosynthetic process",295,23,33.21,0.8911
"GO:0008584","male gonad development",80,7,9.01,0.89348
"GO:1901136","carbohydrate derivative catabolic process",245,33,27.58,0.89586
"GO:0016052","carbohydrate catabolic process",161,20,18.12,0.89634
"GO:1902003","regulation of amyloid-beta formation",39,4,4.39,0.89664
"GO:0043114","regulation of vascular permeability",49,5,5.52,0.89666
"GO:0000038","very long-chain fatty acid metabolic process",32,3,3.6,0.89667
"GO:0010968","regulation of microtubule nucleation",19,1,2.14,0.89674
"GO:0032781","positive regulation of ATP-dependent activity",19,1,2.14,0.89674
"GO:0071391","cellular response to estrogen stimulus",19,1,2.14,0.89674
"GO:0071294","cellular response to zinc ion",19,1,2.14,0.89674
"GO:0003228","atrial cardiac muscle tissue development",19,1,2.14,0.89674
"GO:1902692","regulation of neuroblast proliferation",19,1,2.14,0.89674
"GO:0033032","regulation of myeloid cell apoptotic process",19,1,2.14,0.89674
"GO:0009223","pyrimidine deoxyribonucleotide catabolic process",19,1,2.14,0.89674
"GO:0002281","macrophage activation involved in immune response",19,1,2.14,0.89674
"GO:0010499","proteasomal ubiquitin-independent protein catabolic process",19,1,2.14,0.89674
"GO:0014898","cardiac muscle hypertrophy in response to stress",19,1,2.14,0.89674
"GO:0043931","ossification involved in bone maturation",19,1,2.14,0.89674
"GO:0014819","regulation of skeletal muscle contraction",19,1,2.14,0.89674
"GO:0045830","positive regulation of isotype switching",19,1,2.14,0.89674
"GO:0045591","positive regulation of regulatory T cell differentiation",19,1,2.14,0.89674
"GO:0010842","retina layer formation",19,1,2.14,0.89674
"GO:0007076","mitotic chromosome condensation",19,1,2.14,0.89674
"GO:0031053","primary miRNA processing",19,1,2.14,0.89674
"GO:0035335","peptidyl-tyrosine dephosphorylation",19,1,2.14,0.89674
"GO:0002762","negative regulation of myeloid leukocyte differentiation",46,4,5.18,0.89674
"GO:0006024","glycosaminoglycan biosynthetic process",30,2,3.38,0.89677
"GO:0014014","negative regulation of gliogenesis",31,2,3.49,0.89678
"GO:0006636","unsaturated fatty acid biosynthetic process",49,4,5.52,0.89679
"GO:0001890","placenta development",60,5,6.75,0.89682
"GO:0061756","leukocyte adhesion to vascular endothelial cell",49,3,5.52,0.89692
"GO:0009593","detection of chemical stimulus",295,27,33.21,0.89742
"GO:0007159","leukocyte cell-cell adhesion",381,26,42.89,0.89884
"GO:0045429","positive regulation of nitric oxide biosynthetic process",33,2,3.71,0.89949
"GO:2000179","positive regulation of neural precursor cell proliferation",33,2,3.71,0.89949
"GO:0001843","neural tube closure",33,2,3.71,0.89949
"GO:0007095","mitotic G2 DNA damage checkpoint signaling",33,2,3.71,0.89949
"GO:0070328","triglyceride homeostasis",43,3,4.84,0.89951
"GO:0098655","monoatomic cation transmembrane transport",833,128,93.77,0.90222
"GO:0019221","cytokine-mediated signaling pathway",488,48,54.94,0.90255
"GO:0006357","regulation of transcription by RNA polymerase II",2446,240,275.36,0.9046
"GO:0055074","calcium ion homeostasis",192,30,21.61,0.90717
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",69,9,7.77,0.90813
"GO:0002446","neutrophil mediated immunity",33,3,3.71,0.90831
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation",20,1,2.25,0.90838
"GO:0042359","vitamin D metabolic process",20,1,2.25,0.90838
"GO:0002755","MyD88-dependent toll-like receptor signaling pathway",20,1,2.25,0.90838
"GO:0046628","positive regulation of insulin receptor signaling pathway",20,1,2.25,0.90838
"GO:0010165","response to X-ray",20,1,2.25,0.90838
"GO:0034587","piRNA processing",20,1,2.25,0.90838
"GO:0035590","purinergic nucleotide receptor signaling pathway",30,2,3.38,0.90839
"GO:0007129","homologous chromosome pairing at meiosis",39,3,4.39,0.90839
"GO:0070972","protein localization to endoplasmic reticulum",31,2,3.49,0.9084
"GO:0044773","mitotic DNA damage checkpoint signaling",66,5,7.43,0.90852
"GO:0010656","negative regulation of muscle cell apoptotic process",47,2,5.29,0.90863
"GO:0043029","T cell homeostasis",34,2,3.83,0.90864
"GO:0003161","cardiac conduction system development",34,2,3.83,0.90864
"GO:0035633","maintenance of blood-brain barrier",34,2,3.83,0.90864
"GO:0006699","bile acid biosynthetic process",34,2,3.83,0.90864
"GO:0030890","positive regulation of B cell proliferation",34,2,3.83,0.90864
"GO:0007520","myoblast fusion",78,5,8.78,0.90869
"GO:0007098","centrosome cycle",142,11,15.99,0.90916
"GO:1990090","cellular response to nerve growth factor stimulus",47,3,5.29,0.91142
"GO:0002376","immune system process",2394,246,269.5,0.91154
"GO:0051129","negative regulation of cellular component organization",721,97,81.17,0.91662
"GO:0001541","ovarian follicle development",35,2,3.94,0.917
"GO:0007131","reciprocal meiotic recombination",60,4,6.75,0.91775
"GO:0016485","protein processing",223,18,25.1,0.91806
"GO:0002691","regulation of cellular extravasation",36,4,4.05,0.91855
"GO:0035850","epithelial cell differentiation involved in kidney development",38,3,4.28,0.91869
"GO:0033630","positive regulation of cell adhesion mediated by integrin",21,1,2.36,0.9187
"GO:0048566","embryonic digestive tract development",21,1,2.36,0.9187
"GO:0051457","maintenance of protein location in nucleus",21,1,2.36,0.9187
"GO:0002082","regulation of oxidative phosphorylation",21,1,2.36,0.9187
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",21,1,2.36,0.9187
"GO:0034114","regulation of heterotypic cell-cell adhesion",21,1,2.36,0.9187
"GO:0046514","ceramide catabolic process",21,1,2.36,0.9187
"GO:0045762","positive regulation of adenylate cyclase activity",21,1,2.36,0.9187
"GO:0045723","positive regulation of fatty acid biosynthetic process",21,1,2.36,0.9187
"GO:0001824","blastocyst development",21,1,2.36,0.9187
"GO:0033688","regulation of osteoblast proliferation",21,1,2.36,0.9187
"GO:0031016","pancreas development",52,4,5.85,0.91876
"GO:1901798","positive regulation of signal transduction by p53 class mediator",38,2,4.28,0.91881
"GO:0002224","toll-like receptor signaling pathway",76,6,8.56,0.91884
"GO:0045814","negative regulation of gene expression, epigenetic",223,19,25.1,0.91925
"GO:0031297","replication fork processing",61,4,6.87,0.92382
"GO:0045600","positive regulation of fat cell differentiation",52,5,5.85,0.92447
"GO:0032691","negative regulation of interleukin-1 beta production",36,2,4.05,0.92464
"GO:0006376","mRNA splice site recognition",36,2,4.05,0.92464
"GO:0042307","positive regulation of protein import into nucleus",36,2,4.05,0.92464
"GO:0006493","protein O-linked glycosylation",145,14,16.32,0.92468
"GO:0015850","organic hydroxy compound transport",259,28,29.16,0.92494
"GO:0051276","chromosome organization",561,49,63.15,0.92645
"GO:0006338","chromatin remodeling",646,58,72.72,0.92682
"GO:0051893","regulation of focal adhesion assembly",65,8,7.32,0.92763
"GO:1905898","positive regulation of response to endoplasmic reticulum stress",40,5,4.5,0.92765
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation",52,5,5.85,0.9278
"GO:0034472","snRNA 3'-end processing",22,1,2.48,0.92787
"GO:1901970","positive regulation of mitotic sister chromatid separation",22,1,2.48,0.92787
"GO:1901655","cellular response to ketone",93,11,10.47,0.92883
"GO:0006412","translation",670,57,75.42,0.92973
"GO:0031640","killing of cells of another organism",85,7,9.57,0.93001
"GO:0042632","cholesterol homeostasis",97,7,10.92,0.93056
"GO:0000724","double-strand break repair via homologous recombination",186,15,20.94,0.93104
"GO:0071396","cellular response to lipid",573,62,64.51,0.93127
"GO:0030968","endoplasmic reticulum unfolded protein response",92,10,10.36,0.93137
"GO:0042475","odontogenesis of dentin-containing tooth",37,2,4.17,0.93162
"GO:0030218","erythrocyte differentiation",106,7,11.93,0.932
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage",91,5,10.24,0.93204
"GO:0031669","cellular response to nutrient levels",230,33,25.89,0.93512
"GO:0095500","acetylcholine receptor signaling pathway",43,6,4.84,0.93572
"GO:0032967","positive regulation of collagen biosynthetic process",23,1,2.59,0.936
"GO:0042744","hydrogen peroxide catabolic process",23,1,2.59,0.936
"GO:0017145","stem cell division",23,1,2.59,0.936
"GO:0019081","viral translation",23,1,2.59,0.936
"GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation",23,1,2.59,0.936
"GO:0001556","oocyte maturation",23,1,2.59,0.936
"GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation",23,1,2.59,0.936
"GO:1900273","positive regulation of long-term synaptic potentiation",23,1,2.59,0.936
"GO:0045124","regulation of bone resorption",38,2,4.28,0.93606
"GO:0097306","cellular response to alcohol",90,13,10.13,0.93607
"GO:0031123","RNA 3'-end processing",94,6,10.58,0.93629
"GO:0042273","ribosomal large subunit biogenesis",77,4,8.67,0.9363
"GO:0006936","muscle contraction",363,41,40.86,0.93649
"GO:0006954","inflammatory response",779,80,87.7,0.9366
"GO:0006406","mRNA export from nucleus",73,6,8.22,0.93686
"GO:0071347","cellular response to interleukin-1",84,7,9.46,0.93689
"GO:0051093","negative regulation of developmental process",798,84,89.83,0.93744
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",38,2,4.28,0.93798
"GO:0000122","negative regulation of transcription by RNA polymerase II",916,89,103.12,0.93845
"GO:0006959","humoral immune response",241,15,27.13,0.93924
"GO:0002062","chondrocyte differentiation",77,6,8.67,0.93959
"GO:0030199","collagen fibril organization",64,4,7.2,0.93968
"GO:0042102","positive regulation of T cell proliferation",82,5,9.23,0.93985
"GO:0043066","negative regulation of apoptotic process",715,76,80.49,0.94036
"GO:0000165","MAPK cascade",694,79,78.13,0.94161
"GO:0008654","phospholipid biosynthetic process",261,41,29.38,0.94196
"GO:1902904","negative regulation of supramolecular fiber organization",149,22,16.77,0.94257
"GO:1903426","regulation of reactive oxygen species biosynthetic process",43,5,4.84,0.94304
"GO:0030282","bone mineralization",92,9,10.36,0.94318
"GO:0010954","positive regulation of protein processing",24,1,2.7,0.94321
"GO:0032703","negative regulation of interleukin-2 production",24,1,2.7,0.94321
"GO:0032682","negative regulation of chemokine production",24,1,2.7,0.94321
"GO:0006491","N-glycan processing",24,1,2.7,0.94321
"GO:2000209","regulation of anoikis",24,1,2.7,0.94321
"GO:0010667","negative regulation of cardiac muscle cell apoptotic process",24,1,2.7,0.94321
"GO:0055023","positive regulation of cardiac muscle tissue growth",24,1,2.7,0.94321
"GO:0045953","negative regulation of natural killer cell mediated cytotoxicity",24,1,2.7,0.94321
"GO:2000242","negative regulation of reproductive process",42,3,4.73,0.94321
"GO:0043303","mast cell degranulation",47,3,5.29,0.94327
"GO:0006383","transcription by RNA polymerase III",62,4,6.98,0.94333
"GO:0032733","positive regulation of interleukin-10 production",39,2,4.39,0.94377
"GO:0010948","negative regulation of cell cycle process",289,24,32.53,0.94385
"GO:0030490","maturation of SSU-rRNA",69,4,7.77,0.94394
"GO:0042476","odontogenesis",76,4,8.56,0.94403
"GO:0007005","mitochondrion organization",351,37,39.51,0.94691
"GO:0019731","antibacterial humoral response",66,4,7.43,0.94851
"GO:0006605","protein targeting",204,24,22.97,0.94865
"GO:0030574","collagen catabolic process",40,2,4.5,0.94905
"GO:0051058","negative regulation of small GTPase mediated signal transduction",59,4,6.64,0.94906
"GO:0007422","peripheral nervous system development",55,9,6.19,0.94922
"GO:0045446","endothelial cell differentiation",94,11,10.58,0.94942
"GO:0032892","positive regulation of organic acid transport",35,3,3.94,0.94954
"GO:0031468","nuclear membrane reassembly",25,1,2.81,0.94961
"GO:0031145","anaphase-promoting complex-dependent catabolic process",25,1,2.81,0.94961
"GO:0009312","oligosaccharide biosynthetic process",25,1,2.81,0.94961
"GO:0031639","plasminogen activation",25,1,2.81,0.94961
"GO:1902993","positive regulation of amyloid precursor protein catabolic process",25,1,2.81,0.94961
"GO:0061180","mammary gland epithelium development",25,1,2.81,0.94961
"GO:0072378","blood coagulation, fibrin clot formation",25,1,2.81,0.94961
"GO:0042267","natural killer cell mediated cytotoxicity",73,6,8.22,0.94965
"GO:0048662","negative regulation of smooth muscle cell proliferation",48,2,5.4,0.94975
"GO:0051130","positive regulation of cellular component organization",1031,151,116.06,0.95214
"GO:0071479","cellular response to ionizing radiation",62,5,6.98,0.95379
"GO:0022617","extracellular matrix disassembly",64,5,7.2,0.95381
"GO:0036297","interstrand cross-link repair",41,2,4.62,0.95385
"GO:0030030","cell projection organization",1436,232,161.66,0.95425
"GO:0048639","positive regulation of developmental growth",113,16,12.72,0.95488
"GO:0055013","cardiac muscle cell development",62,10,6.98,0.95491
"GO:0050830","defense response to Gram-positive bacterium",80,5,9.01,0.95505
"GO:0007143","female meiotic nuclear division",26,1,2.93,0.95529
"GO:0046326","positive regulation of D-glucose import across plasma membrane",26,1,2.93,0.95529
"GO:0051291","protein heterooligomerization",26,1,2.93,0.95529
"GO:0060218","hematopoietic stem cell differentiation",26,1,2.93,0.95529
"GO:0019985","translesion synthesis",26,1,2.93,0.95529
"GO:0045061","thymic T cell selection",26,1,2.93,0.95529
"GO:0140861","DNA repair-dependent chromatin remodeling",26,1,2.93,0.95529
"GO:0061036","positive regulation of cartilage development",26,1,2.93,0.95529
"GO:0002726","positive regulation of T cell cytokine production",26,1,2.93,0.95529
"GO:0050482","arachidonate secretion",26,1,2.93,0.95529
"GO:0010875","positive regulation of cholesterol efflux",26,1,2.93,0.95529
"GO:0000076","DNA replication checkpoint signaling",26,1,2.93,0.95529
"GO:0031663","lipopolysaccharide-mediated signaling pathway",54,3,6.08,0.95538
"GO:0034142","toll-like receptor 4 signaling pathway",58,2,6.53,0.9555
"GO:0008284","positive regulation of cell population proliferation",766,71,86.23,0.95569
"GO:0051017","actin filament bundle assembly",155,26,17.45,0.95711
"GO:0031667","response to nutrient levels",442,58,49.76,0.95712
"GO:0007519","skeletal muscle tissue development",90,7,10.13,0.95826
"GO:0051240","positive regulation of multicellular organismal process",1515,164,170.55,0.95871
"GO:0006401","RNA catabolic process",392,32,44.13,0.95914
"GO:0071705","nitrogen compound transport",733,104,82.52,0.95953
"GO:0071248","cellular response to metal ion",150,21,16.89,0.95989
"GO:0019827","stem cell population maintenance",119,12,13.4,0.96029
"GO:2001032","regulation of double-strand break repair via nonhomologous end joining",27,1,3.04,0.96033
"GO:0006833","water transport",27,1,3.04,0.96033
"GO:1901861","regulation of muscle tissue development",27,1,3.04,0.96033
"GO:0061436","establishment of skin barrier",27,1,3.04,0.96033
"GO:0006910","phagocytosis, recognition",27,1,3.04,0.96033
"GO:0044794","host-mediated activation of viral process",37,2,4.17,0.96034
"GO:0018205","peptidyl-lysine modification",120,10,13.51,0.96044
"GO:0009617","response to bacterium",513,46,57.75,0.96105
"GO:0044087","regulation of cellular component biogenesis",995,154,112.01,0.96158
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",106,7,11.93,0.96161
"GO:0006953","acute-phase response",43,2,4.84,0.96219
"GO:0007596","blood coagulation",216,20,24.32,0.96232
"GO:0050766","positive regulation of phagocytosis",70,4,7.88,0.96272
"GO:0045861","negative regulation of proteolysis",57,3,6.42,0.96274
"GO:0051056","regulation of small GTPase mediated signal transduction",305,40,34.34,0.96326
"GO:0030166","proteoglycan biosynthetic process",77,9,8.67,0.96464
"GO:0007586","digestion",114,13,12.83,0.96465
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage",28,1,3.15,0.96481
"GO:0045026","plasma membrane fusion",28,1,3.15,0.96481
"GO:0009408","response to heat",85,7,9.57,0.96484
"GO:0045581","negative regulation of T cell differentiation",53,3,5.97,0.96486
"GO:0048872","homeostasis of number of cells",208,16,23.42,0.96516
"GO:0034097","response to cytokine",788,75,88.71,0.96561
"GO:0042789","mRNA transcription by RNA polymerase II",44,2,4.95,0.96579
"GO:0051123","RNA polymerase II preinitiation complex assembly",58,3,6.53,0.96592
"GO:0045596","negative regulation of cell differentiation",538,57,60.57,0.96593
"GO:0045582","positive regulation of T cell differentiation",99,6,11.14,0.96598
"GO:0001817","regulation of cytokine production",754,76,84.88,0.96632
"GO:0006366","transcription by RNA polymerase II",2571,247,289.43,0.96784
"GO:0006790","sulfur compound metabolic process",257,36,28.93,0.9682
"GO:0007368","determination of left/right symmetry",86,11,9.68,0.96856
"GO:0033617","mitochondrial respiratory chain complex IV assembly",29,1,3.26,0.96878
"GO:0031167","rRNA methylation",29,1,3.26,0.96878
"GO:0034390","smooth muscle cell apoptotic process",29,1,3.26,0.96878
"GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste",29,1,3.26,0.96878
"GO:0042130","negative regulation of T cell proliferation",59,4,6.64,0.96904
"GO:0034644","cellular response to UV",80,6,9.01,0.96906
"GO:0042593","glucose homeostasis",216,29,24.32,0.97001
"GO:0030183","B cell differentiation",113,10,12.72,0.97075
"GO:0060043","regulation of cardiac muscle cell proliferation",30,1,3.38,0.9723
"GO:2000352","negative regulation of endothelial cell apoptotic process",30,1,3.38,0.9723
"GO:0031214","biomineral tissue development",140,11,15.76,0.97243
"GO:0007281","germ cell development",279,25,31.41,0.97253
"GO:2000045","regulation of G1/S transition of mitotic cell cycle",151,14,17,0.97394
"GO:0006487","protein N-linked glycosylation",85,4,9.57,0.97415
"GO:0030509","BMP signaling pathway",141,16,15.87,0.9745
"GO:0140115","export across plasma membrane",85,11,9.57,0.97522
"GO:0032729","positive regulation of type II interferon production",75,4,8.44,0.97537
"GO:0051382","kinetochore assembly",31,1,3.49,0.97542
"GO:0034383","low-density lipoprotein particle clearance",31,1,3.49,0.97542
"GO:0035914","skeletal muscle cell differentiation",31,1,3.49,0.97542
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway",31,1,3.49,0.97542
"GO:1904888","cranial skeletal system development",31,1,3.49,0.97542
"GO:0035987","endodermal cell differentiation",43,2,4.84,0.97544
"GO:0048863","stem cell differentiation",186,17,20.94,0.9755
"GO:0009311","oligosaccharide metabolic process",56,2,6.3,0.97551
"GO:0030154","cell differentiation",3745,431,421.59,0.97724
"GO:0006325","chromatin organization",826,71,92.99,0.97792
"GO:0050654","chondroitin sulfate proteoglycan metabolic process",32,1,3.6,0.97819
"GO:0006400","tRNA modification",96,7,10.81,0.97825
"GO:0098754","detoxification",150,11,16.89,0.97835
"GO:0048732","gland development",225,19,25.33,0.97837
"GO:0071363","cellular response to growth factor stimulus",621,72,69.91,0.98044
"GO:0006284","base-excision repair",46,4,5.18,0.98059
"GO:0035279","miRNA-mediated gene silencing by mRNA destabilization",33,1,3.71,0.98065
"GO:0033119","negative regulation of RNA splicing",33,1,3.71,0.98065
"GO:0000387","spliceosomal snRNP assembly",76,4,8.56,0.98073
"GO:0006368","transcription elongation by RNA polymerase II",142,11,15.99,0.98147
"GO:0006898","receptor-mediated endocytosis",268,25,30.17,0.98205
"GO:0045766","positive regulation of angiogenesis",166,14,18.69,0.98206
"GO:0006355","regulation of DNA-templated transcription",3076,298,346.28,0.98273
"GO:0048821","erythrocyte development",34,1,3.83,0.98284
"GO:0032735","positive regulation of interleukin-12 production",34,1,3.83,0.98284
"GO:0070316","regulation of G0 to G1 transition",34,1,3.83,0.98284
"GO:0015718","monocarboxylic acid transport",170,16,19.14,0.98285
"GO:0051055","negative regulation of lipid biosynthetic process",57,3,6.42,0.98286
"GO:0006612","protein targeting to membrane",120,15,13.51,0.98295
"GO:0006367","transcription initiation at RNA polymerase II promoter",194,11,21.84,0.98315
"GO:0006364","rRNA processing",234,11,26.34,0.98452
"GO:0000388","spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)",35,1,3.94,0.98477
"GO:0045943","positive regulation of transcription by RNA polymerase I",35,1,3.94,0.98477
"GO:0048024","regulation of mRNA splicing, via spliceosome",112,8,12.61,0.98483
"GO:0031507","heterochromatin formation",194,17,21.84,0.98606
"GO:0098586","cellular response to virus",68,3,7.66,0.98638
"GO:0048705","skeletal system morphogenesis",98,6,11.03,0.98638
"GO:0045063","T-helper 1 cell differentiation",36,1,4.05,0.98649
"GO:0050821","protein stabilization",226,16,25.44,0.98683
"GO:0048666","neuron development",945,168,106.38,0.98734
"GO:0007015","actin filament organization",437,55,49.2,0.98755
"GO:0032689","negative regulation of type II interferon production",37,1,4.17,0.98801
"GO:0051321","meiotic cell cycle",279,14,31.41,0.98816
"GO:0007059","chromosome segregation",415,29,46.72,0.9882
"GO:0002699","positive regulation of immune effector process",223,25,25.1,0.98928
"GO:0002183","cytoplasmic translational initiation",52,2,5.85,0.98938
"GO:0022008","neurogenesis",1425,226,160.42,0.98976
"GO:0007507","heart development",416,49,46.83,0.99013
"GO:0071356","cellular response to tumor necrosis factor",189,15,21.28,0.99154
"GO:0043537","negative regulation of blood vessel endothelial cell migration",41,1,4.62,0.99257
"GO:0032720","negative regulation of tumor necrosis factor production",59,2,6.64,0.99268
"GO:0030071","regulation of mitotic metaphase/anaphase transition",100,5,11.26,0.99346
"GO:0009303","rRNA transcription",43,1,4.84,0.99416
"GO:0001819","positive regulation of cytokine production",472,47,53.14,0.9942
"GO:0060261","positive regulation of transcription initiation by RNA polymerase II",62,2,6.98,0.99466
"GO:0000902","cell morphogenesis",756,128,85.11,0.99529
"GO:0022618","protein-RNA complex assembly",234,16,26.34,0.99549
"GO:0050853","B cell receptor signaling pathway",67,4,7.54,0.99637
"GO:1901740","negative regulation of myoblast fusion",47,1,5.29,0.99638
"GO:0045786","negative regulation of cell cycle",360,28,40.53,0.99687
"GO:0032543","mitochondrial translation",129,6,14.52,0.99747
"GO:0002250","adaptive immune response",488,41,54.94,0.99825
"GO:0002181","cytoplasmic translation",212,16,23.87,0.99839
"GO:0000398","mRNA splicing, via spliceosome",329,21,37.04,0.99878
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway",578,69,65.07,0.99899
"GO:0000959","mitochondrial RNA metabolic process",63,1,7.09,0.99947
"GO:0035082","axoneme assembly",93,3,10.47,0.99963
"GO:0035195","miRNA-mediated post-transcriptional gene silencing",202,10,22.74,0.99998
"GO:0006396","RNA processing",1121,80,126.2,0.99999
"GO:0006281","DNA repair",625,46,70.36,1
"GO:0007283","spermatogenesis",572,39,64.39,1
"GO:0033628","regulation of cell adhesion mediated by integrin",45,2,5.07,1
"GO:0032291","axon ensheathment in central nervous system",17,5,1.91,1
"GO:0032292","peripheral nervous system axon ensheathment",17,3,1.91,1
"GO:0060048","cardiac muscle contraction",137,18,15.42,1
"GO:0048762","mesenchymal cell differentiation",218,29,24.54,1
"GO:0043062","extracellular structure organization",263,28,29.61,1
"GO:0048753","pigment granule organization",38,5,4.28,1
"GO:0048757","pigment granule maturation",11,2,1.24,1
"GO:0043067","regulation of programmed cell death",1277,141,143.76,1
"GO:0051051","negative regulation of transport",370,54,41.65,1
"GO:0051054","positive regulation of DNA metabolic process",267,31,30.06,1
"GO:1903405","protein localization to nuclear body",12,3,1.35,1
"GO:0008206","bile acid metabolic process",41,2,4.62,1
"GO:0008207","C21-steroid hormone metabolic process",35,4,3.94,1
"GO:0019751","polyol metabolic process",100,17,11.26,1
"GO:0032252","secretory granule localization",21,6,2.36,1
"GO:0044403","biological process involved in symbiotic interaction",179,16,20.15,1
"GO:0032253","dense core granule localization",21,6,2.36,1
"GO:0044409","symbiont entry into host",134,13,15.08,1
"GO:0061614","miRNA transcription",74,12,8.33,1
