Gene	symbol	log2FC	t	pvalue	padj	significant
ENSG00000203756	TMEM244	-0.12327971695053341	-4.196544633701755	8.571532490445274e-05	0.014052018804327755	Down
ENSG00000279486	OR2AG1	0.11454489091508102	4.195731492991225	8.572629643363182e-05	0.014052018804327755	Up
ENSG00000081307	UBA5	-0.15935421924249438	-4.19033087719215	8.612767699119464e-05	0.014052018804327755	Down
ENSG00000197705	KLHL14	-0.1711954492830321	-4.2020779096321075	8.61964063603557e-05	0.014052018804327755	Down
ENSG00000132294	EFR3A	-0.32424567579449937	-4.182860485052993	8.816612862567039e-05	0.014235523033057874	Down
ENSG00000073910	FRY	-0.22592014479867029	-4.181706055776145	8.85043121879735e-05	0.014235523033057874	Down
ENSG00000147416	ATP6V1B2	-0.4173677884853557	-4.184370723733246	8.875180442207843e-05	0.014235523033057874	Down
ENSG00000047056	WDR37	-0.21250639492158463	-4.181692405054256	8.894663464307202e-05	0.014235523033057874	Down
ENSG00000278969		-0.10387593494346659	-4.196438349366286	9.039220684675087e-05	0.01435413342145045	Down
ENSG00000231172	EVA1A-AS	0.09884201685360439	4.2020716152094435	9.050680416948785e-05	0.01435413342145045	Not significant
ENSG00000285708		-0.2472886586619445	-4.170818153103464	9.182340151260006e-05	0.014447905792562608	Down
ENSG00000150768	DLAT	-0.2044723730065794	-4.1820640807514	9.192248193270932e-05	0.014447905792562608	Down
ENSG00000047188	YTHDC2	-0.13291394198868156	-4.193742715582119	9.45223934551077e-05	0.014562925376607867	Down
ENSG00000132872	SYT4	-0.4217223236437846	-4.17600615104666	9.478435533248404e-05	0.014562925376607867	Down
ENSG00000249456		-0.15473070761645813	-4.160589551355823	9.514679436849638e-05	0.014562925376607867	Down
ENSG00000285886	LOC124901671	0.07130482950950423	4.182847092679827	9.548840564519825e-05	0.014562925376607867	Not significant
ENSG00000132463	GRSF1	-0.25000700265072195	-4.160687692974392	9.571749542603961e-05	0.014562925376607867	Down
ENSG00000279409		0.10263724240253991	4.278426267183694	9.588658281336098e-05	0.014562925376607867	Up
ENSG00000104231	ZFAND1	-0.10523914421603808	-4.157060336810343	9.652502008217719e-05	0.014562925376607867	Down
ENSG00000155858	LSM11	-0.1887393393689707	-4.1564079040768585	9.666151426001027e-05	0.014562925376607867	Down
ENSG00000166233	ARIH1	-0.22027777219771227	-4.156687989038349	9.684899990732714e-05	0.014562925376607867	Down
ENSG00000139351	SYCP3	0.12922548875817408	4.175047727084215	9.69020182870625e-05	0.014562925376607867	Up
ENSG00000004961	HCCS	-0.16471419288869282	-4.159890372275189	9.763345045511583e-05	0.014562925376607867	Down
ENSG00000125249	RAP2A	-0.31444858989954083	-4.156324993280343	9.772159444531016e-05	0.014562925376607867	Down
ENSG00000238837	LINC02031	0.1618602348446086	4.339176298761957	9.930346115213221e-05	0.014562925376607867	Up
ENSG00000229312	LOC124902178	-0.09841965273917191	-4.18586943056296	9.959314819214186e-05	0.014562925376607867	Not significant
ENSG00000151612	ZNF827	0.22031306039247633	4.150730369041941	9.977079777337284e-05	0.014562925376607867	Up
ENSG00000102900	NUP93	-0.1005067847237564	-4.191417960281316	9.98377424894075e-05	0.014562925376607867	Down
ENSG00000057663	ATG5	-0.16355741265064672	-4.146352366332433	9.988652515507258e-05	0.014562925376607867	Down
ENSG00000065978	YBX1	0.18332282161020075	4.147700446462223	0.00010017372145571078	0.014562925376607867	Up
ENSG00000180543	TSPYL5	-0.24512459728961877	-4.1566341772992015	0.00010054858605247086	0.014562925376607867	Down
ENSG00000135324	MRAP2	-0.19500183170719643	-4.144896941434864	0.00010137628473100162	0.014572852476533971	Down
ENSG00000091157	WDR7	-0.2987961560830028	-4.1433995458562185	0.00010166309243285101	0.014572852476533971	Down
ENSG00000006194	ZNF263	-0.11233096778808926	-4.140551133227926	0.00010190437286609699	0.014572852476533971	Down
